City,FirstField,FoundTime,InvestCompany,Money,MoneyRound,MoneyTime,Name,Round,SecondField
,电子商务,2011.11,,,,,TopFlower至上品卉																			/ 至上品行,(获投状态：不明确),综合电商
,硬件,2004.9,,,,,深圳海亚科技,(A轮),消费电子
,文化娱乐,2011.3,,,,,快手,(E轮),视频
,电子商务,2012.9,,,,,图你美丽,(获投状态：不明确),综合电商
,工具软件,2012.8,,,,,曲径,(种子轮),事项及效率
,企业服务,2013.5,,,,,南京芝麻科技,(A轮),数据服务
,电子商务,2010.10,,,,,红骆驼网,(尚未获投),综合电商
,教育,2013.3,,,,,好乐智出国留学网,(获投状态：不明确),出国留学
,文化娱乐,2012.1,,,,,Catalog.im,(获投状态：不明确),媒体及阅读
,本地生活,2012.7,,,,,楼下100,(A轮),美食餐饮
,电子商务,2011.3,,,,,聚淘网,(B轮),综合电商
,工具软件,2011.8,,,,,财猫省钱浏览器,(天使轮),浏览器
,硬件,2010.9,,,,,优诺肯科技UShare																			/ 优享盒子,(获投状态：不明确),消费电子
,旅游,2011.3,,,,,旅途直播,(获投状态：不明确),旅游工具及社区
,电子商务,2012.8,,,,,粉多客,(获投状态：不明确),电商解决方案
,硬件,2012.11,,,,,亮风台,(B轮),其他硬件服务
,旅游,2012.7,,,,,酒店小秘,(获投状态：不明确),交通食宿
,电子商务,2011.9,,,,,年生活,(获投状态：不明确),综合电商
,文化娱乐,2013.5,,,,,图答应,(获投状态：不明确),视频
,社交网络,2012.9,,,,,坐网,(获投状态：不明确),陌生人交友
,物流,2012.11,,,,,快蜗牛,(尚未获投),综合物流
,工具软件,2012.12,,,,,酷传,(B轮),应用商店
,社交网络,2013.2,,,,,兜风,(获投状态：不明确),陌生人交友
,房产服务,2006.10,,,,,房酷网,(获投状态：不明确),房产电商
,电子商务,2012.6,,,,,深圳移动梦想网络,(天使轮),电商解决方案
,社交网络,2013.7,,,,,薇蜜,(天使轮),兴趣社区
,本地生活,2013.4,,,,,帅小子,(获投状态：不明确),婚礼婚庆
,游戏,2011.5,,,,,Diffverse再造时空,(获投状态：不明确),游戏开发商
,社交网络,2012.1,,,,,淘友网,(A轮),商务社交
,电子商务,2012.8,,,,,逛商场,(获投状态：不明确),电商解决方案
,社交网络,2013.4,,,,,觅觅																			/ 淘友网,(A轮),陌生人交友
,社交网络,2012.11,,,,,哈米HO米																			/ 广州米捷,(获投状态：不明确),陌生人交友
,旅游,2013.1,,,,,旅途求助,(尚未获投),旅游工具及社区
,本地生活,2013.4,,,,,似香食,(获投状态：不明确),美食餐饮
,电子商务,2013.2,,,,,省钱达人,(A轮),其他电商服务
,汽车交通,2013.5,,,,,乐途网,(获投状态：不明确),交通出行
,广告营销,2012.12,,,,,乐享微信,(获投状态：不明确),移动及网络广告
,金融,2013.3,,,,,好贷网																			/ 心向优势,(C轮),借贷
,广告营销,2012.8,,,,,聚微合智,(获投状态：不明确),广告技术
,文化娱乐,2013.5,,,,,搜狗狗,(获投状态：不明确),影视
,电子商务,2012.10,,,,,易搭网,(天使轮),服装服饰
,游戏,2012.12,,,,,苏州折纸科技PapeStudio,(A轮),游戏开发商
,电子商务,2013.3,,,,,云度API,(获投状态：不明确),电商解决方案
City,FirstField,FoundTime,InvestCompany,Money,MoneyRound,MoneyTime,Name,Round,SecondField
,电子商务,2013.3,,,,,北鼻网,(获投状态：不明确),母婴玩具
,工具软件,2012.4,,,,,FoxAE,(获投状态：不明确),搜索引擎
,硬件,2008.3,,,,,中科创达,(已上市),综合硬件
,文化娱乐,2012.5,,,,,奥博科贝,(获投状态：不明确),媒体及阅读
,教育,2011.5,,,,,一本词典																			/ 语智云帆,(获投状态：不明确),语言学习
,企业服务,2013.1,,,,,微步,(A轮),销售营销
,工具软件,2013.7,,,,,微俱聚																			/ 微信加,(新三板),其他工具
,广告营销,2013.3,,,,,微信推推,(获投状态：不明确),移动及网络广告
,广告营销,2013.1,,,,,微信加,(新三板),移动及网络广告
,工具软件,2012.12,,,,,图灵PicLink,(获投状态：不明确),图像视频
,电子商务,2012.5,,,,,全球能人网,(获投状态：不明确),综合电商
,旅游,2010.9,,,,,行者帮,(尚未获投),旅游综合服务
,社交网络,2013.4,,,,,暖暖,(获投状态：不明确),陌生人交友
,游戏,2010.9,,,,,库库马力																			/ 星果网络,(A轮),游戏开发商
,游戏,2010.9,,,,,星果网络SeeGame,(A轮),游戏开发商
,社交网络,2012.6,,,,,暖暖																			/ 星果网络,(A轮),家庭熟人社交
,文化娱乐,2012.1,,,,,趣点,(获投状态：不明确),媒体及阅读
,广告营销,2013.1,,,,,众人互联,(获投状态：不明确),整合营销传播
,文化娱乐,2013.1,,,,,挖美图,(获投状态：不明确),视频
,企业服务,2009.11,,,,,甘肃智呈科技,(获投状态：不明确),行业信息化及解决方案
,企业服务,2004.11,,,,,美特软件,(获投状态：不明确),B2D开发者服务
,医疗健康,2012.11,,,,,私人医生网,(尚未获投),医疗信息化
,电子商务,2012.5,,,,,至尊手机店铺																			/ 卡塔科技,(天使轮),电商解决方案
,电子商务,2008.6,,,,,杭州卡塔科技,(天使轮),电商解决方案
,医疗健康,2003.1,,,,,康圣环球,(C轮),医疗综合服务
,金融,2007.9,,,,,中天嘉华,(C轮),金融综合服务
,游戏,2013.1,,,,,谷游科技																			/ 峡谷逃亡,(尚未获投),游戏开发商
,文化娱乐,2008.6,,,,,蜂巢网Artcomb,(获投状态：不明确),艺术
,文化娱乐,2014.8,,,,,ArtTact大咖拍卖,(Pre-A轮),艺术
,本地生活,2013.4,,,,,饭卡网,(获投状态：不明确),美食餐饮
,医疗健康,2011.8,,,,,Raiing睿仁医疗,(C轮),医疗器械及硬件
,医疗健康,2013.1,,,,,健康备忘录,(获投状态：不明确),健康保健
,电子商务,2013.1,,,,,益通网讯,(获投状态：不明确),电商解决方案
,企业服务,2009.2,,,,,展招,(尚未获投),其他企业服务
,工具软件,2013.1,,,,,管家系列移动应用																			/ 远创信息,(获投状态：不明确),实用生活服务
,旅游,2012.5,,,,,杭州波拉波拉,(天使轮),旅游信息化
,本地生活,2013.5,,,,,IDO婚礼分享网,(获投状态：不明确),婚礼婚庆
,广告营销,2013.3,,,,,SocialAgent社交特工,(天使轮),整合营销传播
,社交网络,2012.3,,,,,抬杠,(A轮),兴趣社区
,企业服务,2013.1,,,,,伯杰合力																			/ 优云桌面云,(获投状态：不明确),IT基础设施
,本地生活,2013.3,,,,,欢乐帮,(获投状态：不明确),本地综合生活
,游戏,2013.5,,,,,魔方网,(B轮),游戏媒体及社区
,本地生活,2013.3,,,,,易订365,(获投状态：不明确),休闲娱乐
,广告营销,2010.4,,,,,锋广告																			/ 富媒数字,(A轮),移动及网络广告
,文化娱乐,2010.4,,,,,锋阅网																			/ 富媒数字,(A轮),媒体及阅读
,电子商务,2009.10,,,,,Fields甫田网,(已被收购),生鲜食品
,旅游,2013.1,,,,,卓非旅游网Quafrica,(获投状态：不明确),跨境游
,旅游,2013.5,,,,,卓焕Quoasis,(获投状态：不明确),跨境游
